term,index,definition
outstanding voting securities of such issuer,title-26_subtitle-A_chapter-1_subchapter-M_part-I_section-851_subsection-c,"meaning as when used in the Investment Company Act of 1940, as amended."
insurance contract,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-D_section-814_subsection-b,"means any life, health, accident, or annuity contract or reinsurance contract or any contract relating thereto."
pooled financing bond,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-B_section-149_subsection-f,"means any bond issued as part of an issue more than $5,000,000 of the proceeds of which are reasonably expected (at the time of the issuance of the bonds) to be used (or are intentionally used) directly or indirectly to make or finance loans to 2 or more ultimate borrowers."
applicable provision,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-s,means any provision which specifically refers to this subsection.
nonfunctional currency,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-J_section-988_subsection-c,"includes coin or currency, and nonfunctional currency denominated demand or time deposits or similar instruments issued by a bank or other financial institution."
"delegate,",title-26_subtitle-F_chapter-79_section-7701_subsection-a,"includes any officer or employee of any other department or agency of the United States, or of any possession thereof, duly authorized by the Secretary (directly, or indirectly by one or more redelegations of authority) to perform such functions."
partial tax,title-26_subtitle-A_chapter-1_subchapter-J_part-I_subpart-D_section-667_subsection-b,means the partial tax imposed by subsection (a)(2) determined under this subsection without regard to this paragraph.
patronage dividend,title-26_subtitle-A_chapter-1_subchapter-T_part-III_section-1388_subsection-a,"means an amount paid to a patron by an organization to which part I of this subchapter applies— (1) on the basis of quantity or value of business done with or for such patron, (2) under an obligation of such organization to pay such amount, which obligation existed before the organization received the amount so paid, and (3) which is determined by reference to the net earnings of the organization from business done with or for its patrons."
benefit improvement,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-432_subsection-e,"means, with respect to a plan, a resumption of suspended benefits, an increase in benefits, an increase in the rate at which benefits accrue, or an increase in the rate at which benefits become nonforfeitable under the plan."
factoring discount,title-26_subtitle-E_chapter-55_section-5891_subsection-c,"means an amount equal to the excess of— (A) the aggregate undiscounted amount of structured settlement payments being acquired in the structured settlement factoring transaction, over (B) the total amount actually paid by the acquirer to the person from whom such structured settlement payments are acquired."
tract of real property,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1237_subsection-c,"means a single piece of real property, except that 2 or more pieces of real property shall be considered a tract if at any time they were contiguous in the hands of the taxpayer or if they would be contiguous except for the interposition of a road, street, railroad, stream, or similar property."
qualified hazardous waste facility,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-142_subsection-h,"means any facility for the disposal of hazardous waste by incineration or entombment but only if— (1) the facility is subject to final permit requirements under subtitle C of title II of the Solid Waste Disposal Act (as in effect on the date of the enactment of the Tax Reform Act of 1986), and (2) the portion of such facility which is to be provided by the issue does not exceed the portion of the facility which is to be used by persons other than— (A) the owner or operator of such facility, and (B) any related person (within the meaning of section 144(a)(3)) to such owner or operator."
annualized excludable disability amount,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-139C_subsection-c,"means, with respect to any individual, the service-connected excludable disability amounts which are properly attributable to the 12-month period immediately preceding the date on which such individual attains retirement age."
qualified clean hydrogen,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45V_subsection-c,means hydrogen which is produced through a process that results in a lifecycle greenhouse gas emissions rate of not greater than 4 kilograms of CO2e per kilogram of hydrogen.
qualified clean hydrogen,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48_subsection-a,meaning given such term by section 45V(c)(2).
reportable payment,title-26_subtitle-C_chapter-24_section-3406_subsection-b,"means— (A) any reportable interest or dividend payment, and (B) any other reportable payment."
rubber,title-26_subtitle-D_chapter-32_subchapter-A_part-II_section-4072_subsection-b,includes synthetic and substitute rubber.
related offshore wind vessel,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45X_subsection-c,"means any vessel which is purpose-built or retrofitted for purposes of the development, transport, installation, operation, or maintenance of offshore wind energy components."
qualified current retiree liabilities,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-E_section-420_subsection-e,"means, with respect to any taxable year, the aggregate amounts (including administrative expenses) which would have been allowable as a deduction to the employer for such taxable year with respect to applicable health benefits and applicable life insurance benefits provided during such taxable year if— (i) such benefits were provided directly by the employer, and (ii) the employer used the cash receipts and disbursements method of accounting."
taxes imposed on the trust,title-26_subtitle-A_chapter-1_subchapter-J_part-I_subpart-D_section-665_subsection-d,"means the amount of the taxes which are imposed for any taxable year of the trust under this chapter (without regard to this subpart or part IV of subchapter A) and which, under regulations prescribed by the Secretary, are properly allocable to the undistributed portions of distributable net income and gains in excess of losses from sales or exchanges of capital assets."
taxes imposed on the trust,title-26_subtitle-A_chapter-1_subchapter-J_part-I_subpart-D_section-665_subsection-d,"includes the allocable amount of any income, war profits, and excess profits taxes imposed by any foreign country or possession of the United States on the settlor or such other person in respect of trust income."
replacement period,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-D_section-473_subsection-d,"means the shorter of— (A) the period of the 3 taxable years following the liquidation year, or (B) the period specified by the Secretary in a notice published in the Federal Register with respect to that qualified inventory interruption."
replacement period,title-26_subtitle-A_chapter-1_subchapter-O_part-III_section-1042_subsection-c,means the period which begins 3 months before the date on which the sale of qualified securities occurs and which ends 12 months after the date of such sale.
ordinary gross income,title-26_subtitle-A_chapter-1_subchapter-G_part-II_section-543_subsection-b,"means the gross income determined by excluding— (A) all gains from the sale or other disposition of capital assets, and (B) all gains (other than those referred to in subparagraph (A)) from the sale or other disposition of property described in section 1231(b)."
electricity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45U_subsection-b,means the energy produced by a qualified nuclear power facility from the conversion of nuclear fuel into electric power.
capacity factor,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45Q_subsection-e,means the ratio (expressed as a percentage) of the actual electric output from the applicable electric generating unit to the potential electric output from such unit.
qualified long-term care services,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-101_subsection-g,meaning given such term by section 7702B(c).
qualified long-term care services,title-26_subtitle-F_chapter-79_section-7702B_subsection-c,"means necessary diagnostic, preventive, therapeutic, curing, treating, mitigating, and rehabilitative services, and maintenance or personal care services, which— (A) are required by a chronically ill individual, and (B) are provided pursuant to a plan of care prescribed by a licensed health care practitioner."
contract for deed,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-143_subsection-i,"means a seller-financed contract for the conveyance of land under which— (I) legal title does not pass to the purchaser until the consideration under the contract is fully paid to the seller, and (II) the seller's remedy for nonpayment is forfeiture rather than judicial or nonjudicial foreclosure."
disability income,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-22_subsection-c,means the aggregate amount includable in the gross income of the individual for the taxable year under section 72 or 105(a) to the extent such amount constitutes wages (or payments in lieu of wages) for the period during which the individual is absent from work on account of permanent and total disability.
smart electric meter,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-i,"means any time-based meter and related communication equipment which is capable of being used by the taxpayer as part of a system that— (i) measures and records electricity usage data on a time-differentiated basis in at least 24 separate time segments per day, (ii) provides for the exchange of information between supplier or provider and the customer's electric meter in support of time-based rates or other forms of demand response, (iii) provides data to such supplier or provider so that the supplier or provider can provide energy usage information to customers electronically, and (iv) provides net metering."
foreign employer,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-872_subsection-b,"means— (A) a nonresident alien individual, foreign partnership, or foreign corporation, or (B) an office or place of business maintained in a foreign country or in a possession of the United States by a domestic corporation, a domestic partnership, or an individual who is a citizen or resident of the United States."
master contract,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-264_subsection-f,shall not include any group life insurance contract (as defined in section 848(e)(2)).
taxable distribution,title-26_subtitle-B_chapter-13_subchapter-B_section-2612_subsection-b,means any distribution from a trust to a skip person (other than a taxable termination or a direct skip).
taxable distribution,title-26_subtitle-D_chapter-42_subchapter-G_section-4966_subsection-c,"means any distribution from a donor advised fund— (A) to any natural person, or (B) to any other person if— (i) such distribution is for any purpose other than one specified in section 170(c)(2)(B), or (ii) the sponsoring organization does not exercise expenditure responsibility with respect to such distribution in accordance with section 4945(h)."
total traction power,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-B_section-30B_subsection-d,"means the sum of the peak power from the rechargeable energy storage system and the heat engine peak power of the vehicle, except that if such storage system is the sole means by which the vehicle can be driven, the total traction power is the peak power of such storage system."
third party payment network,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6050W_subsection-d,"means any agreement or arrangement— (A) which involves the establishment of accounts with a central organization by a substantial number of persons who— (i) are unrelated to such organization, (ii) provide goods or services, and (iii) have agreed to settle transactions for the provision of such goods or services pursuant to such agreement or arrangement, (B) which provides for standards and mechanisms for settling such transactions, and (C) which guarantees persons providing goods or services pursuant to such agreement or arrangement that such persons will be paid for providing such goods or services."
applicable musical property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-167_subsection-g,"means any musical composition (including any accompanying words), or any copyright with respect to a musical composition, which is property to which this subsection applies without regard to this paragraph."
applicable fraction,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-42_subsection-c,means the smaller of the unit fraction or the floor space fraction.
applicable fraction,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-135_subsection-b,means the fraction the numerator of which is the amount described in subparagraph (A)(ii) and the denominator of which is the amount described in subparagraph (A)(i).
produce,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-263A_subsection-g,"includes construct, build, install, manufacture, develop, or improve."
qualified environmental remediation expenditure,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-198_subsection-b,"means any expenditure— (A) which is otherwise chargeable to capital account, and (B) which is paid or incurred in connection with the abatement or control of hazardous substances at a qualified contaminated site."
portfolio indebtedness,title-26_subtitle-A_chapter-1_subchapter-B_part-VIII_section-246A_subsection-d,means any indebtedness directly attributable to investment in the portfolio stock.
accumulated adjustments account,title-26_subtitle-A_chapter-1_subchapter-S_part-II_section-1368_subsection-e,"means an account of the S corporation which is adjusted for the S period in a manner similar to the adjustments under section 1367 (except that no adjustment shall be made for income (and related expenses) which is exempt from tax under this title and the phrase ""(but not below zero)"" shall be disregarded in section 1367(a)(2)) and no adjustment shall be made for Federal taxes attributable to any taxable year in which the corporation was a C corporation."
installment sale,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-453_subsection-b,means a disposition of property where at least 1 payment is to be received after the close of the taxable year in which the disposition occurs.
installment sale,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-453_subsection-b,does not include— (A) Dealer dispositions Any dealer disposition (as defined in subsection (l)).
alcohol or tobacco tax,title-26_subtitle-F_chapter-65_subchapter-B_section-6423_subsection-d,"means— (A) any tax imposed by chapter 51 (other than part II of subchapter A, relating to occupational taxes) or by chapter 52 or by any corresponding provision of prior internal revenue laws, and (B) in the case of any commodity of a kind subject to a tax described in subparagraph (A), any tax equal to any such tax, any additional tax, or any floor stocks tax."
applicable election period,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-417_subsection-a,"means— (A) in the case of an election to waive the qualified joint and survivor annuity form of benefit, the 180-day period ending on the annuity starting date, or (B) in the case of an election to waive the qualified preretirement survivor annuity, the period which begins on the first day of the plan year in which the participant attains age 35 and ends on the date of the participant's death."
commercial annuity,title-26_subtitle-C_chapter-24_section-3405_subsection-e,"means an annuity, endowment, or life insurance contract issued by an insurance company licensed to do business under the laws of any State."
available resources,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-C_section-418E_subsection-b,"means the plan's cash, marketable assets, contributions, withdrawal liability payments, and earnings, less reasonable administrative expenses and amounts owed for such plan year to the Pension Benefit Guaranty Corporation under section 4261(b)(2) of the Employee Retirement Income Security Act of 1974."
net precontribution gain,title-26_subtitle-A_chapter-1_subchapter-K_part-II_subpart-B_section-737_subsection-b,"means the net gain (if any) which would have been recognized by the distributee partner under section 704(c)(1)(B) if all property which— (1) had been contributed to the partnership by the distributee partner within 7 years of the distribution, and (2) is held by such partnership immediately before the distribution, had been distributed by such partnership to another partner."
simple retirement account,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-p,"means an individual retirement plan (as defined in section 7701(a)(37))— (A) with respect to which the requirements of paragraphs (3), (4), and (5) are met; and (B) except in the case of a rollover contribution described in subsection (d)(3)(G) or a rollover contribution otherwise described in subsection (d)(3) or in section 402(c), 403(a)(4), 403(b)(8), or 457(e)(16), which is made after the 2-year period described in section 72(t)(6), with respect to which the only contributions allowed are contributions under a qualified salary reduction arrangement."
applicable minimum age,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-C_section-32_subsection-n,"means— (i) except as otherwise provided in this subparagraph, age 19, (ii) in the case of a specified student (other than a qualified former foster youth or a qualified homeless youth), age 24, and (iii) in the case of a qualified former foster youth or a qualified homeless youth, age 18."
community property laws,title-26_subtitle-A_chapter-1_subchapter-B_part-I_section-66_subsection-d,"means the community property laws of a State, a foreign country, or a possession of the United States."
community property laws,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-879_subsection-c,"means the community property laws of a State, a foreign country, or a possession of the United States."
reportable acquisition,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6050V_subsection-d,means the acquisition by an applicable exempt organization of a direct or indirect interest in any applicable insurance contract in any case in which such acquisition is a part of a structured transaction involving a pool of such contracts.
association property,title-26_subtitle-A_chapter-1_subchapter-F_part-VII_section-528_subsection-c,"means— (A) property held by the organization, (B) property commonly held by the members of the organization, (C) property within the organization privately held by the members of the organization, and (D) property owned by a governmental unit and used for the benefit of residents of such unit."
specified passive activity loss,title-26_subtitle-F_chapter-63_subchapter-C_part-II_section-6225_subsection-c,"means, with respect to any specified partner of such publicly traded partnership, the lesser of— (i) the passive activity loss of such partner which is separately determined with respect to such partnership under section 469(k) with respect to such partner's taxable year in which or with which the reviewed year of such partnership ends, or (ii) such passive activity loss so determined with respect to such partner's taxable year in which or with which the adjustment year of such partnership ends."
loan,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-B_section-149_subsection-f,"meaning of section 148(f)(6)(A), determined without regard to section 148(b)(3)), and (ii) any use of proceeds by an agency of the issuer unless such agency is a political subdivision or instrumentality of the issuer."
loan,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-470_subsection-f,includes any similar arrangement.
loan,title-26_subtitle-A_chapter-1_subchapter-H_part-II_section-593_subsection-d,"means debt, as"
net deemed tangible income return,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-951A_subsection-b,"means, with respect to any United States shareholder for any taxable year, the excess of— (A) 10 percent of the aggregate of such shareholder's pro rata share of the qualified business asset investment of each controlled foreign corporation with respect to which such shareholder is a United States shareholder for such taxable year (determined for each taxable year of each such controlled foreign corporation which ends in or with such taxable year of such United States shareholder), over (B) the amount of interest expense taken into account under subsection (c)(2)(A)(ii) in determining the shareholder's net CFC tested income for the taxable year to the extent the interest income attributable to such expense is not taken into account in determining such shareholder's net CFC tested income."
qualified battery storage technology expenditure,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25D_subsection-d,"means an expenditure for battery storage technology which— (A) is installed in connection with a dwelling unit located in the United States and used as a residence by the taxpayer, and (B) has a capacity of not less than 3 kilowatt hours."
eligible deferred compensation item,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-877A_subsection-d,"means any deferred compensation item with respect to which— (A) the payor of such item is— (i) a United States person, or (ii) a person who is not a United States person but who elects to be treated as a United States person for purposes of paragraph (1) and meets such requirements as the Secretary may provide to ensure that the payor will meet the requirements of paragraph (1), and (B) the covered expatriate— (i) notifies the payor of his status as a covered expatriate, and (ii) makes an irrevocable waiver of any right to claim any reduction under any treaty with the United States in withholding on such item."
annual advance amount,title-26_subtitle-F_chapter-77_section-7527A_subsection-b,"means, with respect to any taxpayer for any calendar year, the amount (if any) which is estimated by the Secretary as being equal to 50 percent of the amount which would be treated as allowed under subpart C of part IV of subchapter A of chapter 1 by reason of section 24(i)(1) for the taxpayer's taxable year beginning in such calendar year if— (A) the status of the taxpayer as a taxpayer described in section 24(i)(1) is determined with respect to the reference taxable year, (B) the taxpayer's modified adjusted gross income for such taxable year is equal to the taxpayer's modified adjusted gross income for the reference taxable year, (C) the only children of such taxpayer for such taxable year are qualifying children properly claimed on the taxpayer's return of tax for the reference taxable year, and (D) the ages of such children (and the status of such children as qualifying children) are determined for such taxable year by taking into account the passage of time since the reference taxable year."
qualifying final certification,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-179D_subsection-f,"means, with respect to any qualified retrofit plan, the certification described in paragraph (2)(C) if the energy use intensity certified in such certification is not more than 75 percent of the baseline energy use intensity of the building."
model type,title-26_subtitle-D_chapter-32_subchapter-A_part-I_section-4064_subsection-b,means a particular class of automobile as determined by regulation by the EPA Administrator.
tenant-stockholder's proportionate share,title-26_subtitle-A_chapter-1_subchapter-B_part-VII_section-216_subsection-b,means that proportion which the stock of the cooperative housing corporation owned by the tenant-stockholder is of the total outstanding stock of the corporation (including any stock held by the corporation).
qualified natural gas from geopressured brine,title-26_subtitle-A_chapter-1_subchapter-I_part-I_section-613A_subsection-b,"means any natural gas— (i) which is determined in accordance with section 503 of the Natural Gas Policy Act of 1978 to be produced from geopressured brine, and (ii) which is produced from any well the drilling of which began after September 30, 1978, and before January 1, 1984."
secured property,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-856_subsection-j,means the real property referred to in subparagraph (A).
core qualifying activities,title-26_subtitle-A_chapter-1_subchapter-R_section-1356_subsection-b,means activities in operating qualifying vessels in United States foreign trade.
understatement of liability,title-26_subtitle-F_chapter-68_subchapter-B_part-I_section-6694_subsection-e,means any understatement of the net amount payable with respect to any tax imposed by this title or any overstatement of the net amount creditable or refundable with respect to any such tax.
dividend equivalent,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-871_subsection-m,"means— (A) any substitute dividend made pursuant to a securities lending or a sale-repurchase transaction that (directly or indirectly) is contingent upon, or determined by reference to, the payment of a dividend from sources within the United States, (B) any payment made pursuant to a specified notional principal contract that (directly or indirectly) is contingent upon, or determined by reference to, the payment of a dividend from sources within the United States, and (C) any other payment determined by the Secretary to be substantially similar to a payment described in subparagraph (A) or (B)."
commencement date,title-26_subtitle-A_chapter-1_subchapter-V_section-1398_subsection-d,means the day on which the case under title 11 of the United States Code to which this section applies commences.
50-percent or greater interest,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-355_subsection-d,means stock possessing at least 50 percent of the total combined voting power of all classes of stock entitled to vote or at least 50 percent of the total value of shares of all classes of stock.
50-percent or greater interest,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-355_subsection-e,meaning given such term by subsection (d)(4).
50-percent or greater interest,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-355_subsection-g,meaning given such term by subsection (d)(4).
nondesignated university contribution,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-41_subsection-e,"means any amount paid by a taxpayer to any qualified organization described in paragraph (6)(A)— (i) for which a deduction was allowable under section 170, and (ii) which was not taken into account— (I) in computing the amount of the credit under this section (as in effect during the base period) during any taxable year in the base period, or (II) as a basic research payment for purposes of this section."
land subject to a qualified conservation easement,title-26_subtitle-B_chapter-11_subchapter-A_part-III_section-2031_subsection-c,"means land— (i) which is located in the United States or any possession of the United States, (ii) which was owned by the decedent or a member of the decedent's family at all times during the 3-year period ending on the date of the decedent's death, and (iii) with respect to which a qualified conservation easement has been made by an individual described in subparagraph (C), as of the date of the election described in paragraph (6)."
integration level,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-l,means the amount of compensation specified under the plan (by dollar amount or formula) at or below which the rate at which contributions or benefits are provided (expressed as a percentage) is less than such rate above such amount.
compensation,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-F_section-51_subsection-d,"meanings given such terms under section 101 of title 38, United States Code."
compensation,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-112_subsection-c,does not include pensions and retirement pay.
compensation,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-125_subsection-j,meaning given such term by section 414(s).
compensation,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-129_subsection-d,"meaning given such term by section 414(q)(4), except that, under rules prescribed by the Secretary, an employer may elect to determine compensation on any other basis which does not discriminate in favor of highly compensated employees."
compensation,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-181_subsection-d,does not include participations and residuals (as defined in section 167(g)(7)(B)).
compensation,title-26_subtitle-A_chapter-1_subchapter-B_part-VII_section-219_subsection-f,includes earned income (as defined in section 401(c)(2)).
compensation,title-26_subtitle-A_chapter-1_subchapter-B_part-VII_section-219_subsection-f,"meaning of section 401(c)(1)) includible in his gross income in the taxable year for which the amount was contributed, whether or not a deduction for such payment is allowable under this section to the employee."
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-k,meaning given such term by section 414(s).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-l,meaning given such term by section 414(s).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-404_subsection-a,"shall include amounts treated as ""participant's compensation"" under subparagraph (C) or (D) of section 415(c)(3)."
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-k,meaning given such term by section 414(s).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-p,means amounts described in paragraphs (3) and (8) of section 6051(a).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-p,means net earnings from self-employment determined under section 1402(a) without regard to any contribution under this subsection.
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-n,"meaning as when used in section 415; except that such term shall include— (I) any employer contribution under a qualified cash or deferred arrangement to the extent not included in gross income under section 402(e)(3) or 402(h)(1)(B), (II) any amount which the employee would have received in cash but for an election under a cafeteria plan (within the meaning of section 125), and (III) any amount contributed to an annuity contract described in section 403(b) pursuant to a salary reduction agreement (within the meaning of section 3121(a)(5)(D))."
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-q,meaning given such term by section 415(c)(3).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-s,meaning given such term by section 415(c)(3).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-416_subsection-i,meaning given such term by section 414(q)(4).
compensation,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-430_subsection-c,"meaning of section 4043 of the Employee Retirement Income Security Act of 1974) of the plan sponsor for the preceding plan year, determined without regard to any reduction by reason of interest, taxes, depreciation, or amortization, or (II) in the case of a plan sponsor that determined and declared dividends in the same manner for at least 5 consecutive years immediately preceding such plan year, the aggregate amount of dividends determined and declared for such plan year using such manner."
compensation,title-26_subtitle-A_chapter-1_subchapter-F_part-I_section-505_subsection-b,meaning given such term by section 414(s).
compensation,title-26_subtitle-C_chapter-22_subchapter-D_section-3231_subsection-e,means any form of money remuneration paid to an individual for services rendered as an employee to one or more employers.
compensation,title-26_subtitle-C_chapter-22_subchapter-D_section-3231_subsection-e,"shall not include any remuneration on account of— (A) a transfer of a share of stock to any individual pursuant to an exercise of an incentive stock option (as defined in section 422(b)) or under an employee stock purchase plan (as defined in section 423(b)), or (B) any disposition by the individual of such stock."
undiscounted unpaid losses,title-26_subtitle-A_chapter-1_subchapter-L_part-III_section-846_subsection-b,means the unpaid losses shown in the annual statement filed by the taxpayer for the year ending with or within the taxable year of the taxpayer.
life insurance benefit,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-D_section-419A_subsection-f,includes any other death benefit.
energy storage technology,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48_subsection-c,"means— (i) property (other than property primarily used in the transportation of goods or individuals and not for the production of electricity) which receives, stores, and delivers energy for conversion to electricity (or, in the case of hydrogen, which stores energy), and has a nameplate capacity of not less than 5 kilowatt hours, and (ii) thermal energy storage property."
energy storage technology,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48_subsection-c,"shall not include any property the construction of which begins after December 31, 2024."
energy storage technology,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48E_subsection-c,meaning given such term in section 48(c)(6) (except that subparagraph (D) of such section shall not apply).
pension plan contract,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-E_section-818_subsection-a,"means any contract— (1) entered into with trusts which (as of the time the contracts were entered into) were deemed to be trusts described in section 401(a) and exempt from tax under section 501(a) (or trusts exempt from tax under section 165 of the Internal Revenue Code of 1939 or the corresponding provisions of prior revenue laws); (2) entered into under plans which (as of the time the contracts were entered into) were deemed to be plans described in section 403(a), or plans meeting the requirements of paragraphs (3), (4), (5), and (6) of section 165(a) of the Internal Revenue Code of 1939; (3) provided for employees of the life insurance company under a plan which, for the taxable year, meets the requirements of paragraphs (3), (4), (5), (6), (7), (8), (11), (12), (13), (14), (15), (16), (17), (19), (20), (22), (26), and (27) of section 401(a); (4) purchased to provide retirement annuities for its employees by an organization which (as of the time the contracts were purchased) was an organization described in section 501(c)(3) which was exempt from tax under section 501(a) (or was an organization exempt from tax under section 101(6) of the Internal Revenue Code of 1939 or the corresponding provisions of prior revenue laws), or purchased to provide retirement annuities for employees described in section 403(b)(1)(A)(ii) by an employer which is a State, a political subdivision of a State, or an agency or instrumentality of any one or more of the foregoing; (5) entered into with trusts which (at the time the contracts were entered into) were individual retirement accounts described in section 408(a) or under contracts entered into with individual retirement annuities described in section 408(b); or (6) purchased by— (A) a governmental plan (within the meaning of section 414(d)) or an eligible deferred compensation plan (within the meaning of section 457(b)), or (B) the Government of the United States, the government of any State or political subdivision thereof, or by any agency or instrumentality of the foregoing, or any organization (other than a governmental unit) exempt from tax under this subtitle, for use in satisfying an obligation of such government, political subdivision, agency or instrumentality, or organization to provide a benefit under a plan described in subparagraph (A)."
commercial waterway transportation,title-26_subtitle-D_chapter-31_subchapter-B_section-4042_subsection-d,"means any use of a vessel on any inland or intracoastal waterway of the United States— (A) in the business of transporting property for compensation or hire, or (B) in transporting property in the business of the owner, lessee, or operator of the vessel (other than fish or other aquatic animal life caught on the voyage)."
acquisition,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-108_subsection-i,includes the amount of income to which paragraph (1) applies and such other information as the Secretary may prescribe.
pre-credit tentative minimum tax,title-26_subtitle-A_chapter-1_subchapter-A_part-VI_section-59_subsection-a,means the amount determined under the first sentence of section 55(b)(1)(A).
the amount of the tax paid on a gift under chapter 12,title-26_subtitle-B_chapter-11_subchapter-A_part-II_section-2012_subsection-c,"includes the amounts paid with respect to each half of such gift, the amount paid with respect to each being computed in the manner provided in subsection (d); and (2) in applying, with respect to such gift, the ratio stated in subsection (a), the value at the time of the gift or at the time of the death, referred to in such ratio, includes such value with respect to each half of such gift, each such value being reduced as provided in paragraph (1) of subsection (b)."
payment card,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6050W_subsection-d,"means any card which is issued pursuant to an agreement or arrangement which provides for— (A) one or more issuers of such cards, (B) a network of persons unrelated to each other, and to the issuer, who agree to accept such cards as payment, and (C) standards and mechanisms for settling the transactions between the merchant acquiring entities and the persons who agree to accept such cards as payment."
