term,type,index,definition
rum,Concept,title-26_subtitle-F_chapter-78_subchapter-D_section-7652_subsection-e,means any article classified under subheading 2208.
disclosure,Concept,title-26_subtitle-F_chapter-61_subchapter-B_section-6103_subsection-b,means the making known to any person in any manner whatever a return or return information.
organizational expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VIII_section-248_subsection-b,"means any expenditure which— (1) is incident to the creation of the corporation; (2) is chargeable to capital account; and (3) is of a character which, if expended incident to the creation of a corporation having a limited life, would be amortizable over such life."
transportation,Concept,title-26_subtitle-D_chapter-33_subchapter-C_part-I_section-4262_subsection-d,includes layover or waiting time and movement of the aircraft in deadhead service.
transportation,Concept,title-26_subtitle-D_chapter-33_subchapter-C_part-II_section-4272_subsection-d,includes layover or waiting time and movement of the aircraft in deadhead service.
qualified housing issue,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-146_subsection-d,"means— (I) an issue described in section 142(a)(7) (relating to qualified residential rental projects), or (II) a qualified mortgage issue (determined by substituting ""12-month period"" for ""42-month period"" each place it appears in section 143(a)(2)(D)(i))."
annual capacity limitation,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48_subsection-e,means 1.
annual capacity limitation,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48E_subsection-h,means 1.
other property,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-356_subsection-d,includes securities.
other property,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-356_subsection-d,means only the fair market value of such excess.
other property,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-356_subsection-e,includes nonqualified preferred stock (as defined in section 351(g)(2)).
other property,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-356_subsection-e,"does not include nonqualified preferred stock (as so defined) to the extent that, under section 354 or 355, such preferred stock would be permitted to be received without the recognition of gain."
qualified accelerated death benefit rider,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-E_section-818_subsection-g,means any rider on a life insurance contract if the only payments under the rider are payments meeting the requirements of section 101(g).
nonperforming loan,Concept,title-26_subtitle-A_chapter-1_subchapter-H_part-I_section-585_subsection-c,means any loan which is considered to be nonperforming by the primary Federal regulatory agency with respect to the bank.
direct air capture facility,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45Q_subsection-e,means any facility which uses carbon capture equipment to capture carbon dioxide directly from the ambient air.
direct air capture facility,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45Q_subsection-e,"shall not include any facility which captures carbon dioxide— (i) which is deliberately released from naturally occurring subsurface springs, or (ii) using natural photosynthesis."
qualified second generation biofuel mixture,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-40_subsection-b,"means a mixture of second generation biofuel and gasoline or of second generation biofuel and a special fuel which— (i) is sold by the person producing such mixture to any person for use as a fuel, or (ii) is used as a fuel by the person producing such mixture."
covered offense,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-139F_subsection-c,"means any criminal offense under Federal or State law, and includes any criminal offense arising from the same course of conduct as that criminal offense."
rail wages,Concept,title-26_subtitle-C_chapter-23_section-3322_subsection-b,"means, with respect to any calendar month, so much of the remuneration paid during such month which is subject to contributions under section 8(a) of the Railroad Unemployment Insurance Act."
baseline carbon oxide production,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45Q_subsection-e,"means either of the following: (i) In the case of an applicable electric generating unit which was originally placed in service more than 1 year prior to the date on which construction of the carbon capture equipment begins, the average annual carbon oxide production, by mass, from such unit during— (I) in the case of an applicable electric generating unit which was originally placed in service more than 1 year prior to the date on which construction of the carbon capture equipment begins and on or after the date which is 3 years prior to the date on which construction of such equipment begins, the period beginning on the date such unit was placed in service and ending on the date on which construction of such equipment began, and (II) in the case of an applicable electric generating unit which was originally placed in service more than 3 years prior to the date on which construction of the carbon capture equipment begins, the 3 years with the highest annual carbon oxide production during the 12-year period preceding the date on which construction of such equipment began."
qualified work of art,Concept,title-26_subtitle-B_chapter-12_subchapter-A_section-2503_subsection-g,"means any archaeological, historic, or creative tangible personal property."
excess prepaid farm supplies,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-464_subsection-d,means the prepaid farm supplies for the taxable year to the extent the amount of such supplies exceeds 50 percent of the deductible farming expenses for the taxable year (other than prepaid farm supplies).
excess business holdings redemption needs,Concept,title-26_subtitle-A_chapter-1_subchapter-G_part-I_section-537_subsection-b,"means the amount needed (or reasonably anticipated to be needed) to redeem from a private foundation stock which— (A) such foundation held on May 26, 1969 (or which was received by such foundation pursuant to a will or irrevocable trust to which section 4943(c)(5) applies), and (B) constituted excess business holdings on May 26, 1969, or would have constituted excess business holdings as of such date if there were taken into account (i) stock received pursuant to a will or trust described in subparagraph (A), and (ii) the reduction in the total outstanding stock of the corporation which would have resulted solely from the redemption of stock held by the private foundation."
long-term contract,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-460_subsection-f,"means any contract for the manufacture, building, installation, or construction of property if such contract is not completed within the taxable year in which such contract is entered into."
federally insured deposit or account,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-B_section-149_subsection-b,"means any deposit or account in a financial institution to the extent such deposit or account is insured under Federal law by the Federal Deposit Insurance Corporation, the Federal Savings and Loan Insurance Corporation, the National Credit Union Administration, or any similar federally chartered corporation."
foreign trust or estate,Concept,title-26_subtitle-F_chapter-76_subchapter-C_part-II_section-7456_subsection-b,"includes an estate or trust, any fiduciary of which is a foreign corporation or nonresident alien individual; and"
equity,Concept,title-26_subtitle-A_chapter-1_subchapter-H_part-I_section-585_subsection-c,means the equity of the bank as determined for Federal regulatory purposes.
foreign branch income,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-A_section-904_subsection-d,means the business profits of such United States person which are attributable to 1 or more qualified business units (as defined in section 989(a)) in 1 or more foreign countries.
taxable fuel,Concept,title-26_subtitle-D_chapter-32_subchapter-A_part-III_subpart-A_section-4083_subsection-a,"means— (A) gasoline, (B) diesel fuel, and (C) kerosene."
taxable fuel,Concept,title-26_subtitle-F_chapter-65_subchapter-B_section-6426_subsection-b,meaning given such term by section 4083(a)(1).
qualified church-controlled organization,Concept,title-26_subtitle-C_chapter-21_subchapter-C_section-3121_subsection-w,"means any church-controlled tax-exempt organization described in section 501(c)(3), other than an organization which— (i) offers goods, services, or facilities for sale, other than on an incidental basis, to the general public, other than goods, services, or facilities which are sold at a nominal charge which is substantially less than the cost of providing such goods, services, or facilities; and (ii) normally receives more than 25 percent of its support from either (I) governmental sources, or (II) receipts from admissions, sales of merchandise, performance of services, or furnishing of facilities, in activities which are not unrelated trades or businesses, or both."
estate tax,Concept,title-26_subtitle-A_chapter-1_subchapter-J_part-II_section-691_subsection-c,"means the tax imposed on the estate of the decedent or any prior decedent under section 2001 or 2101, reduced by the credits against such tax."
use,Concept,title-26_subtitle-D_chapter-36_subchapter-D_section-4482_subsection-c,means use in the United States on the public highways.
undiscounted unearned premiums,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-II_section-832_subsection-b,means the unearned premiums shown in the yearly statement filed by the taxpayer for the year ending with or within such taxable year.
qualified redevelopment bond,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-144_subsection-c,means any bond issued as part of an issue 95 percent or more of the net proceeds of which are to be used for 1 or more redevelopment purposes in any designated blighted area.
tax convention,Concept,title-26_subtitle-F_chapter-61_subchapter-B_section-6105_subsection-c,"means— (A) any income tax or gift and estate tax convention, or (B) any other convention or bilateral agreement (including multilateral conventions and agreements and any agreement with a possession of the United States) providing for the avoidance of double taxation, the prevention of fiscal evasion, nondiscrimination with respect to taxes, the exchange of tax relevant information with the United States, or mutual assistance in tax matters."
xylene,Concept,title-26_subtitle-D_chapter-38_subchapter-B_section-4662_subsection-b,does not include any separated isomer of xylene.
low alcohol by volume wine,Concept,title-26_subtitle-E_chapter-51_subchapter-A_part-I_subpart-C_section-5041_subsection-h,means a wine— (i) containing not more than 0.
applicable tax limit,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25_subsection-e,means the limitation imposed by section 26(a) for the taxable year reduced by the sum of the credits allowable under this subpart (other than this section and sections 23 and 25D).
reasonable needs of the business,Concept,title-26_subtitle-A_chapter-1_subchapter-G_part-I_section-537_subsection-a,"includes— (1) the reasonably anticipated needs of the business, (2) the section 303 redemption needs of the business, and (3) the excess business holdings redemption needs of the business."
substantial contributor,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-II_section-507_subsection-d,"means any person who contributed or bequeathed an aggregate amount of more than $5,000 to the private foundation, if such amount is more than 2 percent of the total contributions and bequests received by the foundation before the close of the taxable year of the foundation in which the contribution or bequest is received by the foundation from such person."
substantial contributor,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-II_section-507_subsection-d,means the creator of the trust.
substantial contributor,Concept,title-26_subtitle-D_chapter-42_subchapter-A_section-4940_subsection-d,means a person who is described in section 507(d)(2).
substantial contributor,Concept,title-26_subtitle-D_chapter-42_subchapter-A_section-4946_subsection-a,means a person who is described in section 507(d)(2).
substantial contributor,Concept,title-26_subtitle-D_chapter-42_subchapter-D_section-4958_subsection-c,"means any person who contributed or bequeathed an aggregate amount of more than $5,000 to the organization, if such amount is more than 2 percent of the total contributions and bequests received by the organization before the close of the taxable year of the organization in which the contribution or bequest is received by the organization from such person."
floor plan financing interest,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-163_subsection-j,means interest paid or accrued on floor plan financing indebtedness.
nonseparately computed income or loss,Concept,title-26_subtitle-A_chapter-1_subchapter-S_part-II_section-1366_subsection-a,"means gross income minus the deductions allowed to the corporation under this chapter, determined by excluding all items described in paragraph (1)(A)."
disqualified individual,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-280G_subsection-c,"means any individual who is— (1) an employee, independent contractor, or other person specified in regulations by the Secretary who performs personal services for any corporation, and (2) is an officer, shareholder, or highly-compensated individual."
disqualified individual,Concept,title-26_subtitle-D_chapter-42_subchapter-A_section-4940_subsection-d,"means, with respect to any private foundation, an individual who is— (i) a substantial contributor to the foundation, (ii) an owner of more than 20 percent of— (I) the total combined voting power of a corporation, (II) the profits interest of a partnership, or (III) the beneficial interest of a trust or unincorporated enterprise, (iii) a member of the family of any individual described in clause (i) or (ii)."
disqualified individual,Concept,title-26_subtitle-D_chapter-45_section-4985_subsection-e,"means, with respect to a corporation, any individual who, at any time during the 12-month period beginning on the date which is 6 months before the expatriation date— (A) is subject to the requirements of section 16(a) of the Securities Exchange Act of 1934 with respect to such corporation or any member of the expanded affiliated group which includes such corporation, or (B) would be subject to such requirements if such corporation or member were an issuer of equity securities referred to in such section."
title 11 case,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-108_subsection-d,"means a case under title 11 of the United States Code (relating to bankruptcy), but only if the taxpayer is under the jurisdiction of the court in such case and the discharge of indebtedness is granted by the court or is pursuant to a plan approved by the court."
ceiling amount,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,"means, with respect to any taxpayer, the amount (not less than $20,000) determined by the Secretary for the tax rate category in which such taxpayer falls."
petroleum product,Concept,title-26_subtitle-D_chapter-38_subchapter-A_section-4612_subsection-a,includes crude oil.
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-117_subsection-d,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-125_subsection-j,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-132_subsection-j,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-k,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-m,meaning given to such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-o,meaning given such term in section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-402_subsection-b,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-k,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-410_subsection-b,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-n,meaning given such term by section 414(q).
highly compensated employee,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-q,"means any employee who— (A) was a 5-percent owner at any time during the year or the preceding year, or (B) for the preceding year— (i) had compensation from the employer in excess of $80,000, and (ii) if the employer elects the application of this clause for such preceding year, was in the top-paid group of employees for such preceding year."
taxable gifts,Concept,title-26_subtitle-B_chapter-12_subchapter-A_section-2503_subsection-a,"means the total amount of gifts made during the calendar year, less the deductions provided in subchapter C (section 2522 and following)."
barrel,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45K_subsection-d,means 42 United States gallons.
barrel,Concept,title-26_subtitle-A_chapter-1_subchapter-I_part-I_section-613A_subsection-e,means 42 United States gallons.
barrel,Concept,title-26_subtitle-D_chapter-38_subchapter-A_section-4612_subsection-a,means 42 United States gallons.
reformable interest,Concept,title-26_subtitle-B_chapter-11_subchapter-A_part-IV_section-2055_subsection-e,means any interest for which a deduction would be allowable under subsection (a) at the time of the decedent's death but for paragraph (2).
reformable interest,Concept,title-26_subtitle-B_chapter-11_subchapter-A_part-IV_section-2055_subsection-e,"does not include any interest unless, before the remainder vests in possession, all payments to persons other than an organization described in subsection (a) are expressed either in specified dollar amounts or a fixed percentage of the fair market value of the property."
container,Concept,title-26_subtitle-E_chapter-51_subchapter-A_part-I_subpart-A_section-5002_subsection-a,"means any receptacle, vessel, or form of package, bottle, tank, or pipeline used, or capable of use, for holding, storing, transferring, or conveying distilled spirits."
difficult development areas,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-42_subsection-d,"means any area designated by the Secretary of Housing and Urban Development as an area which has high construction, land, and utility costs relative to area median gross income."
liability,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-III_subpart-B_section-358_subsection-h,"shall include any fixed or contingent obligation to make payment, without regard to whether the obligation is otherwise taken into account for purposes of this title."
liability,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-455_subsection-d,"means a liability to furnish or deliver a newspaper, magazine, or other periodical."
liability,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-456_subsection-e,"means a liability to render services or make available membership privileges over a period of time which does not exceed 36 months, which liability shall be deemed to exist ratably over the period of time that such services are required to be rendered, or that such membership privileges are required to be made available."
taxable acquisition,Concept,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6043A_subsection-c,means any acquisition by a corporation of stock in or property of another corporation if any shareholder of the acquired corporation is required to recognize gain (if any) as a result of such acquisition.
research and experimentation,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-i,meaning as
reference written determination,Concept,title-26_subtitle-F_chapter-61_subchapter-B_section-6110_subsection-b,means any written determination which has been determined by the Secretary to have significant reference value.
operating corporation,Concept,title-26_subtitle-A_chapter-1_subchapter-O_part-III_section-1042_subsection-c,"means a corporation more than 50 percent of the assets of which were, at the time the security was purchased or before the close of the replacement period, used in the active conduct of the trade or business."
operating corporation,Concept,title-26_subtitle-A_chapter-1_subchapter-O_part-III_section-1042_subsection-c,"shall include— (I) any financial institution described in section 581, and (II) an insurance company subject to tax under subchapter L."
applicable credit,Concept,title-26_subtitle-F_chapter-65_subchapter-B_section-6417_subsection-b,"means each of the following: (1) So much of the credit for alternative fuel vehicle refueling property allowed under section 30C which, pursuant to subsection (d)(1) of such section, is treated as a credit listed in section 38(b)."
agreement vessel,Concept,title-26_subtitle-F_chapter-77_section-7518_subsection-a,includes barges and containers which are part of the complement of such vessel and which are provided for in the agreement.
medically necessary leave of absence,Concept,title-26_subtitle-K_chapter-100_subchapter-B_section-9813_subsection-a,"means, with respect to a dependent child described in subsection (b)(2) in connection with a group health plan, a leave of absence of such child from a postsecondary educational institution (including an institution of higher education as defined in section 102 of the Higher Education Act of 1965), or any other change in enrollment of such child at such an institution, that— (1) commences while such child is suffering from a serious illness or injury; (2) is medically necessary; and (3) causes such child to lose student status for purposes of coverage under"
covered gift or bequest,Concept,title-26_subtitle-B_chapter-15_section-2801_subsection-e,"means— (A) any property acquired by gift directly or indirectly from an individual who, at the time of such acquisition, is a covered expatriate, and (B) any property acquired directly or indirectly by reason of the death of an individual who, immediately before such death, was a covered expatriate."
corporate distributee,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-II_subpart-A_section-334_subsection-b,means only the corporation which meets the stock ownership requirements specified in section 332(b).
geothermal deposit,Concept,title-26_subtitle-A_chapter-1_subchapter-I_part-I_section-613_subsection-e,means a geothermal reservoir consisting of natural heat which is stored in rocks or in an aqueous liquid or vapor (whether or not under pressure).
health benefits account,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-E_section-420_subsection-e,means an account established and maintained under section 401(h).
qualified real property interest,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-170_subsection-h,"means any of the following interests in real property: (A) the entire interest of the donor other than a qualified mineral interest, (B) a remainder interest, and (C) a restriction (granted in perpetuity) on the use which may be made of the real property."
low cost article,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-III_section-513_subsection-h,means any article which has a cost not in excess of $5 to the organization which distributes such item (or on whose behalf such item is distributed).
floor specialist,Concept,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1236_subsection-d,"means a person who is— (A) a member of a national securities exchange, (B) is registered as a specialist with the exchange, and (C) meets the requirements for specialists established by the Securities and Exchange Commission."
incident of ownership,Concept,title-26_subtitle-B_chapter-11_subchapter-A_part-III_section-2042,includes a reversionary interest (whether arising by the express terms of the policy or other instrument or by operation of law) only if the value of such reversionary interest exceeded 5 percent of the value of the policy immediately before the death of the decedent.
small irrigation power,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45_subsection-c,"means power— (A) generated without any dam or impoundment of water through an irrigation system canal or ditch, and (B) the nameplate capacity rating of which is not less than 150 kilowatts but is less than 5 megawatts."
affected taxable year,Concept,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-A_section-6038A_subsection-e,means any taxable year if the determination of the amount of tax imposed for such taxable year is affected by the treatment of the transaction to which the summons relates.
prohibited tax shelter transaction,Concept,title-26_subtitle-D_chapter-42_subchapter-F_section-4965_subsection-e,"means— (i) any listed transaction, and (ii) any prohibited reportable transaction."
property subject to claims,Concept,title-26_subtitle-B_chapter-11_subchapter-A_part-IV_section-2053_subsection-c,"means property includible in the gross estate of the decedent which, or the avails of which, would under the applicable law, bear the burden of the payment of such deductions in the final adjustment and settlement of the estate, except that the value of the property shall be reduced by the amount of the deduction under section 2054 attributable to such property."
life expectancy period,Concept,title-26_subtitle-A_chapter-1_subchapter-J_part-II_section-691_subsection-d,means the period beginning with the first day of the first period for which an amount is received by the surviving annuitant under the contract and ending with the close of the taxable year with or in which falls
disputable item,Concept,title-26_subtitle-F_chapter-67_subchapter-A_section-6603_subsection-d,"means any item of income, gain, loss, deduction, or credit if the taxpayer— (i) has a reasonable basis for its treatment of such item, and (ii) reasonably believes that the Secretary also has a reasonable basis for disallowing the taxpayer's treatment of such item."
qualified health plan expenses,Concept,title-26_subtitle-C_chapter-21_subchapter-D_section-3131_subsection-d,"means amounts paid or incurred by the employer to provide and maintain a group health plan (as defined in section 5000(b)(1)), but only to the extent that such amounts are excluded from the gross income of employees by reason of section 106(a)."
qualified health plan expenses,Concept,title-26_subtitle-C_chapter-21_subchapter-D_section-3132_subsection-d,"means amounts paid or incurred by the employer to provide and maintain a group health plan (as defined in section 5000(b)(1)), but only to the extent that such amounts are excluded from the gross income of employees by reason of section 106(a)."
reduction amount,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45U_subsection-b,"means, with respect to any qualified nuclear power facility for any taxable year, the amount equal to the lesser of— (i) the amount determined under subsection (a)(1), or (ii) the amount equal to 16 percent of the excess of— (I) subject to subparagraph (B), the gross receipts from any electricity produced by such facility (including any electricity services or products provided in conjunction with the electricity produced by such facility) and sold to an unrelated person during such taxable year, over (II) the amount equal to the product of— (B) Treatment of certain receipts Subject to clause (iii), the amount determined under subparagraph (A)(ii)(I) shall include any amount received by the taxpayer during the taxable year with respect to the qualified nuclear power facility from a zero-emission credit program."
qualified net interest income,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-871_subsection-k,means the qualified interest income of the regulated investment company reduced by the deductions properly allocable to such income.
"liquidation, put, call, or conversion right",Concept,title-26_subtitle-B_chapter-14_section-2701_subsection-c,"means any liquidation, put, call, or conversion right, or any similar right, the exercise or nonexercise of which affects the value of the transferred interest."
"liquidation, put, call, or conversion right",Concept,title-26_subtitle-B_chapter-14_section-2701_subsection-c,"does not include any right which— (i) is a right to convert into a fixed number (or a fixed percentage) of shares of the same class of stock in a corporation as the transferred stock in such corporation under subsection (a)(1) (or stock which would be of the same class but for nonlapsing differences in voting power), (ii) is nonlapsing, (iii) is subject to proportionate adjustments for splits, combinations, reclassifications, and similar changes in the capital stock, and (iv) is subject to adjustments similar to the adjustments under subsection (d) for accumulated but unpaid distributions."
applicable voluntary early retirement incentive plan,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-457_subsection-e,"means a voluntary early retirement incentive plan maintained by— (I) a local educational agency (as defined in section 8101 of the Elementary and Secondary Education Act of 1965), or (II) an education association which principally represents employees of 1 or more agencies described in subclause (I) and which is described in section 501(c)(5) or (6) and exempt from tax under section 501(a)."
comprehensive foreign income tax,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-457A_subsection-d,"means, with respect to any foreign person, the income tax of a foreign country if— (A) such person is eligible for the benefits of a comprehensive income tax treaty between such foreign country and the United States, or (B) such person demonstrates to the satisfaction of the Secretary that such foreign country has a comprehensive income tax."
qualified contribution,Concept,title-26_subtitle-B_chapter-11_subchapter-A_part-IV_section-2055_subsection-e,means any transfer of property to a qualified organization if the use of the property by the organization is related to the purpose or function constituting the basis for its exemption under section 501.
applicable requirements,Concept,title-26_subtitle-C_chapter-25_section-3509_subsection-b,means the requirements described in paragraph (1) which would be applicable consistent with the employer's treatment of the employee as not being an employee for purposes of chapter 24 or subchapter A of chapter 21.
imported property,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-g,"means any property if— (i) such property was completed outside the United States, or (ii) less than 50 percent of the basis of such property is attributable to value added within the United States."
military property,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-IV_subpart-B_section-995_subsection-b,"means any property which is an arm, ammunition, or implement of war designated in the munitions list published pursuant to section 38 of the Arms Export Control Act (22 U."
value,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-V_section-382_subsection-k,means fair market value.
value,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-I_section-851_subsection-c,"means, with respect to securities (other than those of majority-owned subsidiaries) for which market quotations are readily available, the market value of such securities; and with respect to other securities and assets, fair value as determined in good faith by the board of directors, except that in the case of securities of majority-owned subsidiaries which are investment companies such fair value shall not exceed market value or asset value, whichever is higher."
value,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-856_subsection-c,"means, with respect to securities for which market quotations are readily available, the market value of such securities; and with respect to other securities and assets, fair value as determined in good faith by the trustees, except that in the case of securities of real estate investment trusts such fair value shall not exceed market value or asset value, whichever is higher."
value,Concept,title-26_subtitle-D_chapter-36_subchapter-A_section-4462_subsection-a,"means, except as provided in regulations, the value of any commercial cargo as determined by standard commercial documentation."
value,Concept,title-26_subtitle-D_chapter-36_subchapter-A_section-4462_subsection-a,means the actual charge paid for such service or the prevailing charge for comparable service if no actual charge is paid.
any other weapon,Concept,title-26_subtitle-E_chapter-53_subchapter-B_part-I_subsection-e,"means any weapon or device capable of being concealed on the person from which a shot can be discharged through the energy of an explosive, a pistol or revolver having a barrel with a smooth bore designed or redesigned to fire a fixed shotgun shell, weapons with combination shotgun and rifle barrels 12 inches or more, less than 18 inches in length, from which only a single discharge can be made from either barrel without manual reloading, and shall include any such weapon which may be readily restored to fire."
completed crop pool method of accounting,Concept,title-26_subtitle-A_chapter-1_subchapter-T_part-I_section-1382_subsection-g,means a method of accounting under which gain or loss is computed separately for each crop year pool in the year in which the last of the products in the pool are disposed of.
parachute payment,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-280G_subsection-b,"means any payment in the nature of compensation to (or for the benefit of) a disqualified individual if— (i) such payment is contingent on a change— (I) in the ownership or effective control of the corporation, or (II) in the ownership of a substantial portion of the assets of the corporation, and (ii) the aggregate present value of the payments in the nature of compensation to (or for the benefit of) such individual which are contingent on such change equals or exceeds an amount equal to 3 times the base amount."
parachute payment,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-280G_subsection-b,"includes a trust exempt from tax under section 501(a), (B) an annuity plan described in section 403(a), (C) a simplified employee pension (as defined in section 408(k)), or (D) a simple retirement account described in section 408(p)."
parachute payment,Concept,title-26_subtitle-D_chapter-42_subchapter-D_section-4960_subsection-c,"means any payment in the nature of compensation to (or for the benefit of) a covered employee if— (i) such payment is contingent on such employee's separation from employment with the employer, and (ii) the aggregate present value of the payments in the nature of compensation to (or for the benefit of) such individual which are contingent on such separation equals or exceeds an amount equal to 3 times the base amount."
qualified low-income taxpayer clinic,Concept,title-26_subtitle-F_chapter-77_section-7526_subsection-b,means a clinic that— (i) does not charge more than a nominal fee for its services (except for reimbursement of actual costs incurred); and (ii)(I) represents low-income taxpayers in controversies with the Internal Revenue Service; or (II) operates programs to inform individuals for whom English is a second language about their rights and responsibilities under this title.
battery cell,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45X_subsection-c,"means an electrochemical cell— (I) comprised of 1 or more positive electrodes and 1 or more negative electrodes, (II) with an energy density of not less than 100 watt-hours per liter, and (III) capable of storing at least 12 watt-hours of energy."
recognition period,Concept,title-26_subtitle-A_chapter-1_subchapter-C_part-V_section-382_subsection-h,"means, with respect to any ownership change, the 5-year period beginning on the change date."
recognition period,Concept,title-26_subtitle-A_chapter-1_subchapter-S_part-III_section-1374_subsection-d,means the 5-year period beginning with the 1st day of the 1st taxable year for which the corporation was an S corporation.
individual health insurance,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-C_section-35_subsection-e,means any insurance which constitutes medical care offered to individuals other than in connection with a group health plan and does not include Federal- or State-based health insurance coverage.
annuity,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-g,"includes a face-amount certificate, as defined in section 2(a)(15) of the Investment Company Act of 1940 (15 U."
annuity,Concept,title-26_subtitle-C_chapter-24_section-3402_subsection-o,means any amount paid to an individual as a pension or annuity.
